audio,annotation,labels,split,title,description,uploader,window,prediction,embedding,entropy,prediction_incorrect
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/176641.wav,Accelerating_and_revving_and_vroom,"Squeak,Accelerating_and_revving_and_vroom,Vehicle,Engine",train,peugot 206 car interior accelerating and breaking suddenly suspension and tire squeek bumping objects inside vehicle,"Recorded with a Sony PCM-D50 from the inside of a peugot 206 on a dry sunny day.

Driver goes mad and races around. Objects inside car bump and keys in ignition rattle.   ",jorickhoofd,"[7.755465030670166, 9.58984088897705]",Bird,"[1.1879068613052368, 0.0, 0.0, 1.1491332054138184, 0.5094959735870361, 1.631615400314331, 0.6361324787139893, 0.0, 0.0, 0.25010523200035095, 0.0, 0.5748628973960876, 0.0, 0.7400170564651489, 0.0, 0.0, 0.0, 1.9152746200561523, 0.0, 0.41364163160324097, 0.0, 0.0, 0.0, 0.216917484998703, 1.5438302755355835, 1.383516550064087, 0.0, 1.1611788272857666, 0.0, 0.0, 1.0970972776412964, 0.0, 0.45423805713653564, 0.0, 1.783010721206665, 0.0, 1.5052529573440552, 0.0, 2.4777941703796387, 2.108393430709839, 0.0, 0.0, 0.0, 0.4856262803077698, 1.6438236236572266, 0.0, 0.0, 0.0, 0.0, 0.42359447479248047, 0.0, 2.023385524749756, 0.0, 0.4504118263721466, 0.0, 0.4139317274093628, 0.0930943489074707, 0.3511030673980713, 0.0, 0.0, 1.449916124343872, 1.997346043586731, 2.008922576904297, 0.40604153275489807, 2.084667682647705, 3.5998880863189697, 0.0, 2.8991832733154297, 1.5674721002578735, 0.0, 0.7667213082313538, 0.0, 0.0, 0.0, 1.8538109064102173, 2.2345213890075684, 0.0, 0.0, 0.11553671956062317, 0.0, 0.0, 0.0, 0.8165222406387329, 0.0, 0.833409309387207, 0.31241780519485474, 0.0, 0.0, 0.0, 0.0, 1.8198823928833008, 0.36400169134140015, 1.976520299911499, 0.3154832422733307, 1.886702299118042, 0.0, 2.749276638031006, 0.0, 0.8241528272628784, 0.0, 0.0, 2.1050608158111572, 0.0, 0.0, 1.2453237771987915, 0.0, 0.0, 0.0, 0.0, 1.839677333831787, 1.2363152503967285, 0.0, 0.0, 1.1733909845352173, 0.0, 1.0738956928253174, 1.791671872138977, 1.3538172245025635, 0.0, 0.0, 0.0, 0.0, 1.1012039184570312, 0.6281495094299316, 0.7547922730445862, 0.620344877243042, 0.0, 0.0]",0.9323135614395142,True
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/324331.wav,Accelerating_and_revving_and_vroom,"Accelerating_and_revving_and_vroom,Vehicle,Engine",test,ATV.mp3,A ATV driving by. ,monkeyman535,"[3.2275736331939697, 5.224489688873291]",Accelerating_and_revving_and_vroom,"[1.659737467765808, 0.0, 0.11237993836402893, 0.7209888696670532, 0.5177192687988281, 1.78574800491333, 0.11176002025604248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0903067588806152, 0.0, 0.770388126373291, 0.0, 0.0, 0.0, 0.7377990484237671, 1.2005231380462646, 0.7348775267601013, 0.0, 0.725044846534729, 0.0, 0.0, 0.7504668831825256, 0.0, 0.16637501120567322, 0.0, 0.8317828178405762, 0.0, 1.7794089317321777, 0.0, 2.115407943725586, 2.4930858612060547, 0.24505361914634705, 0.0, 0.0, 0.0, 0.878463089466095, 0.0, 0.0, 0.293244332075119, 0.0, 0.7673139572143555, 0.0, 1.0579721927642822, 0.0, 0.0, 0.0, 0.7571948766708374, 0.35707414150238037, 0.8163158297538757, 0.0, 0.0, 0.6425809264183044, 1.384687900543213, 2.032334566116333, 0.9528131484985352, 2.101473808288574, 3.314946174621582, 0.0, 1.9181458950042725, 1.1338080167770386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9453855752944946, 1.862107276916504, 0.0, 0.0, 0.33334431052207947, 0.0, 0.0, 0.0, 0.8798553943634033, 0.0, 0.8056244254112244, 0.9225845336914062, 0.0, 0.0, 0.0, 0.0, 1.8035964965820312, 0.5099195241928101, 1.473073959350586, 0.5155739188194275, 2.3181686401367188, 0.0, 1.5700172185897827, 0.0, 1.0312994718551636, 0.0, 0.0, 1.3633723258972168, 0.0, 0.0, 0.8809453248977661, 0.0, 0.0, 0.0, 0.0, 1.826218843460083, 1.1854807138442993, 0.0, 0.0, 1.429819107055664, 0.0, 0.664473295211792, 1.2919535636901855, 1.510718584060669, 0.0, 0.0, 0.0, 0.0, 0.708665132522583, 0.0, 0.3916466236114502, 0.0, 0.0, 0.0]",1.1219943761825562,False
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/339703.wav,Accelerating_and_revving_and_vroom,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom,Car,Motor_vehicle_(road),Vehicle,Engine",train,Audi V8 Acceleration Sound,This is a v8 audi accelerating down a highway up to 217MPH.,FFKoenigsegg20012017,"[11.56353759765625, 13.374693870544434]",Accelerating_and_revving_and_vroom,"[2.111628293991089, 0.0, 0.3407796621322632, 0.1476515233516693, 0.760960042476654, 1.9951905012130737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2473936080932617, 0.0, 1.4221121072769165, 0.0, 0.0, 0.0, 1.1495469808578491, 0.956584095954895, 0.0, 0.0, 0.38767343759536743, 0.0, 0.14189323782920837, 0.23213979601860046, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0306897163391113, 0.0, 2.003718376159668, 2.908456325531006, 0.26973748207092285, 0.0, 0.3026949167251587, 0.0, 0.017212949693202972, 0.0, 0.0, 0.9297824501991272, 0.0, 1.1448785066604614, 0.0, 0.4499342441558838, 0.0, 0.0, 0.0, 0.8265597820281982, 0.8630684614181519, 1.369234561920166, 0.0, 0.0, 0.0, 0.5525374412536621, 2.0909042358398438, 1.5592131614685059, 2.5235180854797363, 3.551161289215088, 0.0, 0.9943870306015015, 0.8287296295166016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15573889017105103, 1.7518513202667236, 0.0, 0.0, 0.42736896872520447, 0.0, 0.0, 0.0, 1.1011346578598022, 0.0, 0.7477125525474548, 1.2518541812896729, 0.0, 0.21855008602142334, 0.0, 0.0, 2.01588773727417, 0.7470880150794983, 0.8834452629089355, 0.6688858866691589, 2.8710923194885254, 0.0, 0.6468201279640198, 0.0, 1.596421241760254, 0.0, 0.0, 0.7723899483680725, 0.0, 0.0, 0.4564054608345032, 0.0, 0.0, 0.0, 0.0, 1.84855318069458, 1.4474496841430664, 0.0, 0.0, 1.8377022743225098, 0.0, 0.0, 0.9961452484130859, 1.8870515823364258, 0.0, 0.0, 0.0, 0.0, 0.534054696559906, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7252711057662964,False
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/59446.wav,Accelerating_and_revving_and_vroom,"Crowd,Race_car_and_auto_racing,Accelerating_and_revving_and_vroom,Human_group_actions,Car,Motor_vehicle_(road),Vehicle,Engine",test,TC.Salta.08.RevvingUp.PatoDiPalma.wav,"Drive on, until u get there...u got to drive on!!
Roy´s ambience!!
PS: get ready for the future !!",rfhache,"[6.5944671630859375, 10.309659957885742]",Vehicle_horn_and_car_horn_and_honking,"[1.4801533222198486, 0.0, 0.5530273914337158, 0.42614057660102844, 0.1621541678905487, 1.0069037675857544, 0.0, 0.0, 0.0, 0.10249197483062744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1902432441711426, 0.0, 0.6498481631278992, 0.0, 0.0, 0.0, 0.5341682434082031, 1.1222842931747437, 0.28890755772590637, 0.0, 0.3651888370513916, 0.0, 0.2428658902645111, 0.6243265271186829, 0.0, 0.0, 0.0, 0.3759717643260956, 0.0, 0.9386086463928223, 0.0, 1.3989360332489014, 2.014821767807007, 0.42507216334342957, 0.0, 0.33320289850234985, 0.0, 0.5277664065361023, 0.0, 0.0, 0.11268951743841171, 0.0, 0.44643276929855347, 0.0, 0.4641942083835602, 0.0, 0.0, 0.0, 0.24866501986980438, 0.20970189571380615, 0.7374075651168823, 0.0, 0.0, 0.358883261680603, 1.1282873153686523, 1.4126423597335815, 0.5223000049591064, 1.4726152420043945, 2.785449981689453, 0.0, 1.4831511974334717, 1.0333188772201538, 0.2525363862514496, 0.0, 0.0, 0.0, 0.0, 0.09085996448993683, 1.1636838912963867, 0.0, 0.0, 0.854866623878479, 0.0, 0.0, 0.0, 0.4205976724624634, 0.0, 1.112781047821045, 0.42193254828453064, 0.0, 0.3194737732410431, 0.0, 0.0, 1.2981215715408325, 0.9996936321258545, 1.246718406677246, 0.3093506693840027, 1.4777055978775024, 0.0, 0.6386412382125854, 0.0, 0.8409356474876404, 0.0, 0.24666112661361694, 1.3754172325134277, 0.0, 0.0, 0.8612644076347351, 0.0, 0.0, 0.0, 0.0, 1.4412903785705566, 1.354543685913086, 0.0, 0.0, 0.9772562384605408, 0.0, 0.3519026041030884, 1.213193416595459, 1.1477100849151611, 0.0, 0.0, 0.0, 0.0, 0.2556595504283905, 0.0, 0.07962429523468018, 0.0, 0.0, 0.0]",1.100780963897705,True
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/95955.wav,Accelerating_and_revving_and_vroom,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom,Car,Motor_vehicle_(road),Vehicle,Engine",train,FiaGT.08.PotreroFunes.RedHotBrakes.57.2.wav,A sudden approach of a high speed  car braking hard at a chicane,rfhache,"[2.252335548400879, 3.6455328464508057]",Accelerating_and_revving_and_vroom,"[1.9419012069702148, 0.0, 0.0, 0.24481433629989624, 0.8942518830299377, 2.4838790893554688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6943793296813965, 0.0, 1.2607020139694214, 0.0, 0.0, 0.0, 1.0427992343902588, 1.268051028251648, 0.7071105241775513, 0.0, 0.9400796294212341, 0.0, 0.0, 0.39295995235443115, 0.0, 0.09434515237808228, 0.0, 0.6597399711608887, 0.0, 2.3909482955932617, 0.0, 2.8752894401550293, 2.9041154384613037, 0.0, 0.0, 0.0, 0.0, 0.6636854410171509, 0.0, 0.0, 0.5355420708656311, 0.0, 1.3641104698181152, 0.0, 1.3515031337738037, 0.0, 0.0, 0.0, 0.9933615922927856, 0.6450003385543823, 1.1017570495605469, 0.0, 0.0, 0.33053362369537354, 1.2653106451034546, 2.617711067199707, 1.1903777122497559, 2.8214197158813477, 4.090111255645752, 0.0, 2.176262617111206, 1.14531672000885, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1219319105148315, 2.561260938644409, 0.0, 0.0, 0.2659965753555298, 0.0, 0.0, 0.0, 1.1586339473724365, 0.0, 0.757975697517395, 0.9723913669586182, 0.0, 0.0, 0.0, 0.0, 2.55387020111084, 0.48532408475875854, 1.6288648843765259, 0.7143260836601257, 3.042229652404785, 0.0, 1.9561724662780762, 0.0, 1.4382500648498535, 0.0, 0.0, 1.3741220235824585, 0.0, 0.0, 0.7113734483718872, 0.0, 0.0, 0.0, 0.0, 2.38590407371521, 1.1000142097473145, 0.0, 0.0, 1.9910787343978882, 0.0, 0.22090193629264832, 1.7491837739944458, 1.9564814567565918, 0.0, 0.0, 0.0, 0.0, 0.8842278122901917, 0.0293910950422287, 0.012602478265762329, 0.0, 0.0, 0.0]",0.8753347396850586,False
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/111020.wav,Bird,"Bird,Wild_animals,Animal",train,golden_breasted_starling.wav,Quiet calls from a Golden-breasted Starling. Recorded with a Zoom H2.,soundbytez,"[0.4643990993499756, 0.9984580278396606]",Bird,"[1.5417380332946777, 0.0, 0.2922726273536682, 1.7066296339035034, 0.2642632722854614, 1.4071390628814697, 0.831142783164978, 0.0, 0.0, 0.18476974964141846, 0.0, 0.3507569432258606, 0.0, 0.5475041270256042, 0.0, 0.0, 0.0, 1.9799848794937134, 0.0, 0.14639940857887268, 0.0, 0.0, 0.0, 0.31837522983551025, 2.0234475135803223, 1.6958727836608887, 0.0, 1.2060281038284302, 0.0, 0.0, 1.6300302743911743, 0.0, 0.5357802510261536, 0.0, 2.171501398086548, 0.0, 1.5077793598175049, 0.0, 2.4754552841186523, 2.70737624168396, 0.5815163254737854, 0.0, 0.0, 0.33518266677856445, 2.1575372219085693, 0.0, 0.0, 0.0, 0.0, 0.22767314314842224, 0.0, 2.002415657043457, 0.0, 0.4437602162361145, 0.0, 0.49606749415397644, 0.045804381370544434, 0.32557135820388794, 0.0, 0.0, 1.69550359249115, 2.5867154598236084, 2.2256789207458496, 0.4676727056503296, 2.115786075592041, 4.003706455230713, 0.0, 3.3187384605407715, 1.8270797729492188, 0.0, 0.7442226409912109, 0.0, 0.0, 0.0, 1.6963906288146973, 2.2135987281799316, 0.0, 0.0, 0.6184607744216919, 0.0, 0.0, 0.0, 0.7767189145088196, 0.0, 1.5719811916351318, 0.49289917945861816, 0.0, 0.0, 0.0, 0.0, 1.8000164031982422, 0.7139763832092285, 2.3352503776550293, 0.31558167934417725, 1.9253883361816406, 0.0, 2.900399684906006, 0.0, 0.7651681303977966, 0.0, 0.0, 2.7623980045318604, 0.0, 0.0, 1.840837001800537, 0.0, 0.0, 0.0, 0.0, 1.962667465209961, 1.7275261878967285, 0.0, 0.0, 1.12517511844635, 0.0, 1.433866024017334, 1.7868328094482422, 1.357635736465454, 0.0, 0.0, 0.0, 0.0, 0.9373583197593689, 0.4031473994255066, 1.1202460527420044, 0.5263819694519043, 0.0, 0.0]",0.8905117511749268,False
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/209045.wav,Bird,"Wind,Bird,Wild_animals,Animal",train,Pajaroto En La Laguna Del Delta del Llobrejat,What we can hear is a little wind and a bird communicating with peers. Recorded with a Zoom H1 recorder.,Insestanyricarda,"[1.1377778053283691, 3.529433012008667]",Bird,"[1.3413068056106567, 0.0, 0.0, 0.753970205783844, 1.1413099765777588, 2.5013844966888428, 0.34642255306243896, 0.0, 0.0, 0.0, 0.0, 0.6261937618255615, 0.0, 0.919306755065918, 0.0, 0.0, 0.0, 2.568488121032715, 0.0, 0.9076962471008301, 0.0, 0.0, 0.0, 0.26058435440063477, 0.7718039155006409, 1.1391245126724243, 0.0, 1.4637022018432617, 0.0, 0.0, 0.5290682911872864, 0.0, 1.0006474256515503, 0.0, 1.558901071548462, 0.0, 2.407443046569824, 0.0, 2.824549913406372, 1.8297842741012573, 0.0, 0.0, 0.0, 0.6966366171836853, 1.3380967378616333, 0.0, 0.0, 0.0, 0.0, 1.2126762866973877, 0.0, 2.5305750370025635, 0.0, 0.920400857925415, 0.0, 0.7989420890808105, 1.0053645372390747, 0.3641880750656128, 0.0, 0.0, 1.1365861892700195, 1.0753825902938843, 2.0471761226654053, 1.0501267910003662, 2.5816304683685303, 3.376636028289795, 0.0, 2.259288787841797, 0.9793251156806946, 0.0, 0.9687376022338867, 0.0, 0.0, 0.0, 2.4893672466278076, 2.7515199184417725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5485095977783203, 0.0, 0.0, 1.1078557968139648, 0.0, 0.0, 0.0, 0.0, 2.2547402381896973, 0.0, 1.446704626083374, 0.9549452662467957, 2.621767044067383, 0.0, 3.3985493183135986, 0.0, 1.0180869102478027, 0.0, 0.0, 0.9298824667930603, 0.0, 0.0, 0.8987517356872559, 0.0, 0.0, 0.0, 0.0, 1.5174975395202637, 0.5440310835838318, 0.0, 0.0, 1.7250882387161255, 0.0, 0.7649776935577393, 1.5049631595611572, 1.4249643087387085, 0.0, 0.0, 0.0, 0.0, 1.6629157066345215, 0.6149911880493164, 0.7449665069580078, 0.6347408294677734, 0.0, 0.0]",0.9433960914611816,False
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/245704.wav,Bird,"Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",test,Birdsong 01 (Carmarthen).aif,"Recorded with a Zoom H4N, some car noise in the distance. ",TicAshfield,"[2.6470749378204346, 5.549569129943848]",Bird,"[0.0, 0.0, 0.0, 10.001587867736816, 0.0, 0.0, 9.084115028381348, 0.0, 4.002262115478516, 1.7889070510864258, 0.0, 7.127110481262207, 0.0, 11.338705062866211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.578098773956299, 8.806157112121582, 0.0, 4.443049430847168, 0.0, 0.0, 8.4325590133667, 0.3550788164138794, 5.911823272705078, 0.0, 13.209941864013672, 0.0, 0.0, 0.0, 3.4911882877349854, 2.486252784729004, 1.825855016708374, 0.0, 0.0, 7.511081695556641, 12.312625885009766, 0.0, 0.0, 0.0, 0.0, 0.0, 2.336038827896118, 10.303699493408203, 0.0, 9.929304122924805, 1.450033187866211, 0.0, 0.0, 0.0, 0.0, 0.0, 12.219232559204102, 10.823953628540039, 1.382443904876709, 0.0, 2.066984176635742, 6.892468452453613, 0.0, 11.741903305053711, 6.019718647003174, 0.0, 10.026801109313965, 0.0, 0.0, 0.0, 9.76236343383789, 3.655055522918701, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9040470123291016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.148161888122559, 0.0, 0.0, 0.0, 13.664862632751465, 0.0, 0.0, 0.0, 0.0, 11.862835884094238, 0.0, 0.0, 9.09852409362793, 0.0, 0.0, 0.0, 0.0, 1.5779691934585571, 3.6357462406158447, 0.0, 0.0, 0.0, 0.0, 8.885736465454102, 3.0910468101501465, 0.0, 0.0, 0.0, 0.0, 0.0, 5.676784515380859, 4.335244655609131, 10.142765998840332, 10.42199420928955, 0.0, 0.0]",5.8225825341651216e-05,False
https://raw.githubusercontent.com/Renumics/spotlight/main/data/fsd50k/346933.wav,Bird,"Bird_vocalization_and_bird_call_and_bird_song,Dog,Bird,Wild_animals,Animal,Domestic_animals_and_pets",test,Woods NL 01 160603_0902.wav,"Mixed forest daytime 1pm. NoWind!!
<img alt="""" src=""http://static.panoramio.com/photos/small/130882816.jpg"" />
A lot of bird singing. A dog barking far t the end.

Date time; June 3rd 2016, 1pm.

Location; woods Vughtse heide, Noord-Brabant, Netherlands (Holland), Europe. maps: Lat 51.6569 Lon 5.26946.

Weather clouded. wind N 0-1 bft temp 18c 1010 hPa

Gear chain: modified Rode NT4 XY and Rode NTG1, in Rode Blimp > Sound Devices 302 >Tascam dr-100 Mk2. Decoded Mid-side to STEREO

RAW 50 minute 96/24 MID-SIDE-file available on PM request. File-name: 160603_0902 MS.wav

When you use this sound it would be nice if you spent a voluntarily donation to freesound.
<b>YOU ALWAYS HAVE TO CREDIT/ATTRIBUTE</b> me (klankbeeld) and freesound.org in your work if you use this sound.
Please do it like this if possible: <a href=""http://freesound.org/people/klankbeeld/"" rel=""nofollow"">http://freesound.org/people/klankbeeld/</a>
Thank you.
<b>This sound may NOT be used in (royalty free) stock material. Don't put my raw sounds/files on youtube or anywhere else. You can use them in creative way as a part of art-form, but not ""re-distribute"" raw. Thank you.</b>",klankbeeld,"[6.548027038574219, 9.079002380371094]",Bird,"[0.0, 0.0, 0.036387085914611816, 8.137818336486816, 0.0, 0.0, 7.070829391479492, 0.0, 3.547541618347168, 1.6357966661453247, 0.0, 5.271453857421875, 0.0, 8.798110008239746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.084568977355957, 6.861392498016357, 0.0, 3.3592934608459473, 0.0, 0.0, 7.005283355712891, 0.0, 4.617657661437988, 0.0, 10.277223587036133, 0.0, 0.0, 0.0, 2.394066095352173, 2.016927480697632, 1.8658866882324219, 0.0, 0.0, 6.0466156005859375, 9.694759368896484, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9646456241607666, 7.648773193359375, 0.0, 7.597203254699707, 1.5582044124603271, 0.0, 0.0, 0.0, 0.0, 0.0, 9.699689865112305, 8.540788650512695, 1.1001225709915161, 0.0, 1.399611234664917, 5.280205726623535, 0.0, 9.025075912475586, 4.825454235076904, 0.20226871967315674, 7.7811994552612305, 0.0, 0.0, 0.0, 7.363130569458008, 2.5416927337646484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.408156633377075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.588950157165527, 0.0, 0.0, 0.0, 10.452482223510742, 0.0, 0.0, 0.0, 0.0, 9.063945770263672, 0.0, 0.0, 7.195167541503906, 0.0, 0.0, 0.0, 0.0, 1.0807249546051025, 3.389500141143799, 0.0, 0.0, 0.0, 0.0, 7.194861888885498, 2.3150057792663574, 0.0, 0.0, 0.0, 0.22667014598846436, 0.0, 4.350752830505371, 2.982234001159668, 8.176534652709961, 8.153718948364258, 0.0, 0.0]",0.0010610063327476382,False
